ImageFile,InventoryNumber,ArtistName,Title,ObjectType,Medium,ObjectDate,Height,Width,About the Artist,About the Artwork,County Department,Supervisorial District,Location Name,AddressStreet,AddressCity,AddressState,AddressPostalCode,Latitude,Longitude,Count,Group,Show
,2017.16a-f,"West, Kim",Pink Sky View (Layer Mural),Installation,Acrylic paint and acrylic polyurethane on wall,2017,120,144,"Kim West is a painter whose visual arts practice incorporates studio painting, mural making, and installation work activated by collaborative performance. The NY Times has called West’s murals “dreamlike.” Her projects range from work executed on intimately sized canvasses, to the 5-story-high building façade of the Hauser & Wirth gallery in Los Angeles, to installations that interact with nature and performers in Heidi Duckler Dance Theater’s Lake Enchanto. West’s work can be found throughout Los Angeles, as well as in countless films, television shows, commercials, music videos, and ubiquitously in Instagram-user selfies. To learn more about the artist, visit: <a href=""http://www.kimwest.com"">www.kimwest.com</a>. ","Kim West’s installation of framed paintings on a custom mural is located within the existing wing of the main hospital, in a service area at the entry of the Harbor UCLA Medical Center’s Psychiatric Emergency Service Unit, which provides dedicated support to adults in distress. Her paintings are part of a growing collection of commissioned artwork for the facility, as the prominence of art in the healing environment has been an important feature at Harbor-UCLA.

West’s artwork is part of her ongoing exploration of spaces in her past that felt peaceful and soothing. The artist transformed the ancillary waiting area for the psychiatric emergency room by creating an 8 ½ by 12 feet site-specific mural of a wooded landscape rendered in layers of acrylic washes in soft tones. The landscape envelops the viewer in the small service area. Five landscape paintings from West’s Yosemite Series are mounted into the mural like clear moments within a mirage, where horizons within the framed work and on the mural coincide and overlap. These paintings also are more tangible than the mural- they are framed in natural wood and are rendered in a base palette of saturated color grounded with fluorescent accents. The artist states that for this project she was interested in the dreamy space between an event and its recollection. ",Health Services,District 2 ,Harbor,1000 West Carson Street,Torrance,California,90023,33.83135811,-118.2923974,406,82,FALSE
,2017.17.1,Fallen Fruit,Art Garden Installations,Garden,Found object on steel,2017,,,,"Stoneview Nature Center was designed as a five acre urban sanctuary with a focus on health and the environment. The artist Fallen Fruit has created a civic artwork that demonstrates and inspires the value of healthy living by means of the themes of food and sustainability through multiple components that coalesce the facility’s architecture, landscape design and interpretive programs into an ongoing and holistic visitor experience.

ist
Using fruit as their lens, Fallen Fruit investigates urban space, ideas of neighborhood and new forms of located citizenship and community. They began with a mapping of the “public fruit” growing on or over public property in Los Angeles and other American cities and have grown to include video, photography, site-specific installations and participatory events in cities around the world.",Parks and Recreation,District 2 ,Stoneview Nature Center,5950 Stoneview Drive,Culver City,California,90023,34.01465506,-118.3768821,407,82,FALSE
,2017.19.1,Swift Lee Office,Butterfly Wings and Scales,Sculpture,Stainless steel and roll-formed steel,2017,180,144,"Swift Lee Office was founded in 2000 in Los Angeles. SLO’s founding partners, Nathan Swift and Gloria Lee, met while at Harvard and<br />established their office in an artist complex downtown. SLO was launched as a multidisciplinary design laboratory, combining an architectural studio, a hands-on prototyping workshop and a gallery for artists. Since then, SLO has transformed into a full-service architectural firm with an extensive portfolio of projects built throughout Los Angeles. To learn more about the artist, please visit: <a href=""http://www.swiftleeoffice.com"">www.swiftleeoffice.com</a>. ","The Creative Graffiti Abatement Project was implemented by the Department of Arts and Culture from 2013 to 2017 in four neighborhoods in south LA County. Civic artworks at two parks and two libraries in these neighborhoods were intended to increase community pride and ownership of public assets and ultimately lead to the reduction of graffiti vandalism at county properties. The project team made additional investments in community engagement as a crucial element for project success. The project was designed create new cultural assets that would meet the needs of each site and test a new model to ensure that artists were fully supported to meet the demands of the project. The project team also embraced evaluation as a component of the project design.
https://www.lacountyarts.org/civic-art-four-stories 

In addition to permanent art installations and temporary artist-led engagement programs at each site, the project team produced a documentary video chronicling the development of each artwork and an evaluation report of findings and lessons learned from all four project sites
Designers from Swift Lee Office (SLO) conducted several site visits and had conversations with staff and neighborhood residents. On one of their visits, they observed an impromptu jump rope session with local youth in the library’s entry plaza. This led them to ask how the space could be used as a flexible program space. SLO worked with art and public engagement consultant Sara Daleiden to test this idea with the community by hosting a community workshop. At the workshop families were invited to design canopies for the plaza using recycled materials. Many of the designs included natural elements, such as trees, flowers and a turtle pond. Residents also confirmed their desire to use the plaza as a place to sit, read, play and have community events. The artwork reflects a playful and colorful spirit that activates the plaza. Based on microscopic images of butterfly wings, the sculptural canopy is made of translucent panels that provide shade for educational programs and cultural performances. Future plans being developed by the Los Angeles County Department of Parks and Recreation will incorporate the artwork’s thematic elements and further transform the plaza into a lively community space. In addition, a corresponding mixed media mural on Normandie Boulevard connects passersby to activities happening in the plaza. The artwork is a part of a series of projects funded by a grant from the Los Angeles County Parks and Regional Open Space District that use arts based solutions to promote the value of civic spaces and deter vandalism at County properties. SLO hopes that by enlivening the plaza, continued activation will instill community stewardship of the Library and its resources.


",Public Library,District 2 ,Woodcrest Library,1340 West 106th Street,Los Angeles,California,90063,33.9398568,-118.2995801,408,82,FALSE
,2017.19.2,Swift Lee Office,Butterfly Wings and Scales,Installation,"Paint, aluminum, and steel",2017,143,411,"Swift Lee Office was founded in 2000 in Los Angeles. SLO’s founding partners, Nathan Swift and Gloria Lee, met while at Harvard and established their office in an artist complex downtown. SLO was launched as a multidisciplinary design laboratory, combining an architectural studio, a hands-on prototyping workshop and a gallery for artists. Since then, SLO has transformed into a full-service architectural firm with an extensive portfolio of projects built throughout Los Angeles. To learn more, please visit: <a href=""http://www.swiftleeoffice.com/"">http://www.swiftleeoffice.com/</a>.  ","The Creative Graffiti Abatement Project was implemented by the Department of Arts and culture from 2013 to 2017 in four neighborhoods in south LA County. Civic artworks at two parks and two libraries in these neighborhoods were intended to increase community pride and ownership of public assets and ultimately lead to the reduction of graffiti vandalism at county properties. The project team made additional investments in community engagement as a crucial element for project success. The project was designed create new cultural assets that would meet the needs of each site and test a new model to ensure that artists were fully supported to meet the demands of the project. The project team also embraced evaluation as a component of the project design.
https://www.lacountyarts.org/civic-art-four-stories 

In addition to permanent art installations and temporary artist-led engagement programs at each site, the project team produced a documentary video chronicling the development of each artwork and an evaluation report of findings and lessons learned from all four project sites
Designers from Swift Lee Office (SLO) conducted several site visits and had conversations with staff and neighborhood residents. On one of their visits, they observed an impromptu jump rope session with local youth in the library’s entry plaza. This led them to ask how the space could be used as a flexible program space. SLO worked with art and public engagement consultant Sara Daleiden to test this idea with the community by hosting a community workshop. At the workshop families were invited to design canopies for the plaza using recycled materials. Many of the designs included natural elements, such as trees, flowers and a turtle pond. Residents also confirmed their desire to use the plaza as a place to sit, read, play and have community events. The artwork reflects a playful and colorful spirit that activates the plaza. Based on microscopic images of butterfly wings, the sculptural canopy is made of translucent panels that provide shade for educational programs and cultural performances. Future plans being developed by the Los Angeles County Department of Parks and Recreation will incorporate the artwork’s thematic elements and further transform the plaza into a lively community space. In addition, a corresponding mixed media mural on Normandie Boulevard connects passersby to activities happening in the plaza. The artwork is a part of a series of projects funded by a grant from the Los Angeles County Parks and Regional Open Space District that use arts based solutions to promote the value of civic spaces and deter vandalism at County properties. SLO hopes that by enlivening the plaza, continued activation will instill community stewardship of the library and its resources. ",Public Library,District 2 ,Woodcrest Library,1340 West 106th Street,Los Angeles,California,90037,33.9398568,-118.2995801,409,82,FALSE
,2017.3.1,"Rodriguez, Sandy",MLK Jr. Recuperative Care Print Series: Monteith Park No. 1,Banner,Digital print on vinyl,2017,60,120,"Sandy Rodriguez is an artist and independent educator. Her civic art projects and paintings capture moments of transformation in the social and cultural landscape of Los Angeles, with a focus on themes of the persistence of place, activism, and physical and cultural regeneration. She was raised in San Diego, Tijuana, and Los Angeles. Rodriguez earned her B.F.A from California Institute of Arts and has exhibited at institutions such as the Museum of Contemporary Art San Diego; Art+Practice, Los Angeles; and Self Help Graphics, Los Angeles. Recent awards and residencies include: Department of Cultural Affairs Cultural Trailblazer Award (2017-18), Artist-in-Residence for Los Angeles County Arts Commission (2016-2017), and Artist-in-Residence at Art+Practice in Leimert Park (2014-15). Her collaborative book project A Place We Call Home: East of La Cienega and South of Stocker for Some Place Chronicles, a creative placemaking project produced by CalArts and Los Angeles County Arts Commission, will be available in Fall 2017. Rodriguez has been featured on CBC Radio Canada Hour le Monde, KQED Statewide Report, KPCC’s Off Ramp, Los Angeles Times, and KCET. To learn more, visit: <a href=""https://www.studiosandyrodriguez.com/"">Sandy Rodriguez (studiosandyrodriguez.com)</a>.","The Recuperative Care Center (RCC) at the Martin Luther King Medical Campus in Willowbrook, CA provides interim housing to help stabilize homeless patients who would otherwise remain in the hospital without a suitable discharge option. With a targeted average length of stay of four to six weeks, the RCC program supports 900 to 1,400 patients per year. Clients have access to a range of support services to assist them in achieving independence and ultimately prepare them to move into permanent supportive housing.

Through the Los Angeles County Arts Commission’s Civic Art Program, artist Sandy Rodriguez loaned 26 artworks for display in the facility. The paintings, a series of expressive watercolor and oil landscapes, were created with foster youth at community art space Art + Practice in Leimert Park, and with residents in the View Park/Windsor Hills neighborhood through a civic art project called Some Place Chronicles. The project at the RCC continued her interest in engaging the people and communities of South Los Angeles. For phase 2: Artist-in- Residence Program Rodriguez developed a program for clients at the RCC who created artworks to replace those currently on loan from the artist. Participants saw, felt, smelled, touched, and in some cases, tasted organic colorants and pigments in various states, and ground plants and insects into pigments in a mortar and pestle. Once the materials were processed, participants added ingredients required to make paint (as painters across the world have done up until the 19th Century). Sandy shared about each material and introduced historical information for fifteen to twenty minutes at every session. Selected patient and participant artworks are framed and installed in the Center. This project won the 2017 American for the Arts, Public Art Network Year In Review Award Winner. At the project's end six banners were acquired; digital prints of the artist's original watercolors.",Health Services,District 2 ,"Martin Luther King, Jr. Medical Campus",1721 E 120th St,Los Angeles,California,90063,33.92465635,-118.2426497,410,83,FALSE
,2017.3.2,"Rodriguez, Sandy",MLK Jr. Recuperative Care Print Series: Monteith Park No. 2,Banner,Digital print on vinyl,2017,60,120,"<span style=""color:#333333;background-color:#ffffff;"">Sandy Rodriguez is an artist and independent educator. Her civic art projects and paintings capture moments of transformation in the social and cultural landscape of Los Angeles, with a focus on themes of the persistence of place, activism, and physical and cultural regeneration. She was raised in San Diego, Tijuana, and Los Angeles. Rodriguez earned her B.F.A from California Institute of Arts and has exhibited at institutions such as the Museum of Contemporary Art San Diego; Art+Practice, Los Angeles; and Self Help Graphics, Los Angeles. Recent awards and residencies include: Department of Cultural Affairs Cultural Trailblazer Award (2017-18), Artist-in-Residence for Los Angeles County Arts Commission (2016-2017), and Artist-in-Residence at Art+Practice in Leimert Park (2014-15). Her collaborative book project A Place We Call Home: East of La Cienega and South of Stocker for Some Place Chronicles, a creative placemaking project produced by CalArts and Los Angeles County Arts Commission, will be available in Fall 2017. Rodriguez has been featured on CBC Radio Canada Hour le Monde, KQED Statewide Report, KPCC’s Off Ramp, Los Angeles Times, and KCET. To learn more, visit: </span><a href=""https://www.studiosandyrodriguez.com/"" style=""box-sizing:border-box;background-color:#ffffff;color:#013567;text-decoration-line:none;font-family:'Open Sans', Arial, Helvetica, sans-serif;"">Sandy Rodriguez (studiosandyrodriguez.com)</a><span style=""color:#333333;background-color:#ffffff;"">. </span>","The Recuperative Care Center (RCC) at the Martin Luther King Medical Campus in Willowbrook, CA provides interim housing to help stabilize homeless patients who would otherwise remain in the hospital without a suitable discharge option. With a targeted average length of stay of four to six weeks, the RCC program supports 900 to 1,400 patients per year. Clients have access to a range of support services to assist them in achieving independence and ultimately prepare them to move into permanent supportive housing.

Through the Los Angeles County Arts Commission’s Civic Art Program, artist Sandy Rodriguez loaned 26 artworks for display in the facility. The paintings, a series of expressive watercolor and oil landscapes, were created with foster youth at community art space Art + Practice in Leimert Park, and with residents in the View Park/Windsor Hills neighborhood through a civic art project called Some Place Chronicles. The project at the RCC continued her interest in engaging the people and communities of South Los Angeles. For phase 2: Artist-in- Residence Program Rodriguez developed a program for clients at the RCC who created artworks to replace those currently on loan from the artist. Participants saw, felt, smelled, touched, and in some cases, tasted organic colorants and pigments in various states, and ground plants and insects into pigments in a mortar and pestle. Once the materials were processed, participants added ingredients required to make paint (as painters across the world have done up until the 19th Century). Sandy shared about each material and introduced historical information for fifteen to twenty minutes at every session. Selected patient and participant artworks are framed and installed in the Center. This project won the 2017 American for the Arts, Public Art Network Year In Review Award Winner. At the project's end six banners were acquired; digital prints of the artist's original watercolors.",Health Services,District 2 ,"Martin Luther King, Jr. Medical Campus",1721 E 120th St,Los Angeles,California,90280,33.92465635,-118.2426497,411,83,FALSE
,2017.6.1,"Lohrer Hall, Betsy",Being Here,Painting,Gouache and graphite on paper,2013,16.5,15,"Betsy Lohrer Hall is a Long Beach-based artist who creates works on paper, installations, performances and ephemeral object works. She has a longstanding interest in process and impermanence, which is expressed in a variety of ways, from delicate, repeated marks of gouache on paper, to her use of simple, fragile materials such as thread, eggshells or collected cast-off objects. Some of her works allude to unnoticed aspects of everyday life, or to current environmental or socio-political concerns. Most often, these are approached in an abstract, lyrical way. To learn more, please visit: betsylohrerhall.com/home.html ","The renovated facility for the Long Beach Mental Health Center serves over 4,000 clients annually ranging from children, adolescents, families and adults to provide psychiatric, early intervention and clinical services. To further promote the Department of Mental Health’s mission statement of “hope, recovery and well-being,” the LA County Department of Arts and Culture's Civic Art Program developed a curatorial approach that focuses on artworks that provide warmth, contribute to the healing process and reduce stress. The 18 works in the collection are by local artists, with an emphasis on abstract work evoking the California landscape and include artists Betsy Lohrer Hall, Brian Hollister, Margaret Lazzari, Kimiko Miyoshi, Leo Rivas and Ashley Shumaker.",Mental Health,District 4 ,Long Beach Mental Health Center,2600 Redondo Avenue,Long Beach,California,93535,33.80617045,-118.151925,412,83,FALSE
,2017.6.2,"Lohrer Hall, Betsy",Together,Painting,Gouache and graphite on paper,2013,16.5,15,"Betsy Lohrer Hall is a Long Beach-based artist who creates works on paper, installations, performances and ephemeral object works. She has a longstanding interest in process and impermanence, which is expressed in a variety of ways, from delicate, repeated marks of gouache on paper, to her use of simple, fragile materials such as thread, eggshells or collected cast-off objects. Some of her works allude to unnoticed aspects of everyday life, or to current environmental or socio-political concerns. Most often, these are approached in an abstract, lyrical way. (betsylohrerhall.com/home.html) ","The renovated facility for the Long Beach Mental Health Center serves over 4,000 clients annually ranging from children, adolescents, families and adults to provide psychiatric, early intervention and clinical services. To further promote the Department of Mental Health’s mission statement of “hope, recovery and well-being,” the LA County Department of Arts and Culture's Civic Art Program developed a curatorial approach that focuses on artworks that provide warmth, contribute to the healing process and reduce stress. The 18 works in the collection are by local artists, with an emphasis on abstract work evoking the California landscape and include artists Betsy Lohrer Hall, Brian Hollister, Margaret Lazzari, Kimiko Miyoshi, Leo Rivas and Ashley Shumaker.",Mental Health,District 4 ,Long Beach Mental Health Center,2600 Redondo Avenue,Long Beach,California,93535,33.80617045,-118.151925,413,83,FALSE
,2017.6.3,"Lohrer Hall, Betsy",Dance Early Summer,Print,Gouache and graphite on paper,2013,16.5,15,"Betsy Lohrer Hall is a Long Beach-based artist who creates works on paper, installations, performances and ephemeral object works. She has a longstanding interest in process and impermanence, which is expressed in a variety of ways, from delicate, repeated marks of gouache on paper, to her use of simple, fragile materials such as thread, eggshells or collected cast-off objects. Some of her works allude to unnoticed aspects of everyday life, or to current environmental or socio-political concerns. Most often, these are approached in an abstract, lyrical way. (betsylohrerhall.com/home.html)","The renovated facility for the Long Beach Mental Health Center serves over 4,000 clients annually ranging from children, adolescents, families and adults to provide psychiatric, early intervention and clinical services. To further promote the Department of Mental Health’s mission statement of “hope, recovery and well-being,” the LA County Department of Arts and Culture's Civic Art Program developed a curatorial approach that focuses on artworks that provide warmth, contribute to the healing process and reduce stress. The 18 works in the collection are by local artists, with an emphasis on abstract work evoking the California landscape and include artists Betsy Lohrer Hall, Brian Hollister, Margaret Lazzari, Kimiko Miyoshi, Leo Rivas and Ashley Shumaker.",Mental Health,District 4 ,Long Beach Mental Health Center,2600 Redondo Avenue,Long Beach,California,91706,33.80617045,-118.151925,414,83,FALSE
,2017.7.1-4,"Hollister, Brian","Notation CV (105), CVI (106), CXXII (122), CXXXIII (133)",Painting,Oil paint on paper,2010,22,19,"Brian Hollister's passion for the physical beauty of nature is inspired by frequent and extensive hikes though the landscape of California and the greater Southwest. This passion is transformed into serene yet powerful works which are luminous, richly colored, and expressively painted. Suggesting the stratigraphy of earthen forms, Hollister creates works with strong horizontal bands of color which shift between field and ground. To learn more, please visit: <a href=""http://www.brianhollister.com"">www.brianhollister.com</a>.<div><br /><div><br /></div></div>","The renovated facility for the Long Beach Mental Health Center serves over 4,000 clients annually ranging from children, adolescents, families and adults to provide psychiatric, early intervention and clinical services. To further promote the Department of Mental Health’s mission statement of “hope, recovery and well-being,” the LA County Department of Arts and Culture's Civic Art Program developed a curatorial approach that focuses on artworks that provide warmth, contribute to the healing process and reduce stress. The 18 works in the collection are by local artists, with an emphasis on abstract work evoking the California landscape and include artists Betsy Lohrer Hall, Brian Hollister, Margaret Lazzari, Kimiko Miyoshi, Leo Rivas and Ashley Shumaker.",Mental Health,District 4 ,Long Beach Mental Health Center,2600 Redondo Avenue,Long Beach,California,93534,33.80617045,-118.151925,415,84,FALSE
,2017.8.1-6,"Miyoshi, Kimiko","Botanical Abstractions Series, #1  #2, #5-#8",Print,Ink on paper,2014,16,12,"Kimiko Miyoshi teaches printmaking at California State University, Long Beach. She began her printmaking career under the tutelage of a master silkscreen printer in Japan, then studied Printmaking at the University of NM, where she received her MFA. After graduating, she built scientific exhibitions for a Science Center in Albuquerque. The work had a great effect on her creative practice and observational habit. The focus of Miyoshi’s work is to provoke curiosity and transform insignificant objects or mundane phenomena into seductive works of art. To learn more, please visit: <a href=""http://www.kimikomiyoshi.com"">www.kimikomiyoshi.com</a>. ","The renovated facility for the Long Beach Mental Health Center serves over 4,000 clients annually ranging from children, adolescents, families and adults to provide psychiatric, early intervention and clinical services. To further promote the Department of Mental Health’s mission statement of “hope, recovery and well-being,” the LA County Department of Arts and Culture's Civic Art Program developed a curatorial approach that focuses on artworks that provide warmth, contribute to the healing process and reduce stress. The 18 works in the collection are by local artists, with an emphasis on abstract work evoking the California landscape and include artists Betsy Lohrer Hall, Brian Hollister, Margaret Lazzari, Kimiko Miyoshi, Leo Rivas and Ashley Shumaker.",Mental Health,District 4 ,Long Beach Mental Health Center,2600 Redondo Avenue,Long Beach,California,90011,33.80617045,-118.151925,416,84,FALSE
,2018.14.1,"Myles, Rosalyn",Strange Fruit,Textile art,Fabric and thread,2016,30,36,"Rosalyn Myles grew up in near the Willowbrook area in the Athens neighborhood; her art documents the evolution and revolution of black experiences, particularly those of black women in Southern California. She attended Mills College in Oakland on a scholarship, spent a few years at CSDHU then completed her Masters Degree in Fine Arts at the California College of Arts. For a few years she resided in Napa California, then in San Fransico where she worked at the Yerba Buena Center for the Arts. Rosalyn has exhibited her work all over the US. She recently had the opportunity to create a Satellite Installation project for PR4 art event in New Orleans. Rosalyn currently resides in the West Adams district in the center of LA. For more information, visit; <a href=""https://www.rosalynmylesart.com/work"">Work — Rosalyn Myles Art</a> ","Willowbrook Library celebrates abstract art in this unique collection with the Los Angeles County Department of Arts and Culture’s Civic Art Program. Each piece selected for the library develops a language through design, pigment and form to be translated and responded to by the viewer. Interpreted like the written texts in the library, these works offer themselves as artifacts without representational imagery that hold culturally specific and personal narratives, as well as common stories of human understanding.
Through studied, layered and often humorous approaches, the five artists featured here represent the ideals of contemporary narrative art that speaks to and for the diversity of Los Angeles County. Joe Sims participated in Watts Towers Art Center and Charles White’s community arts program at Otis College of Art and Design, connecting him to LA art icons such as David Hammonds and Betye Saar. In turn, at the California African American Museum Sims has exhibited with emerging artists Duane Paul and Rosalyn Myles, who have collaborative relationships with Miguel Osuna and Ana Rodriguez. These artists work together exploring the rich connections between gestures, memory and the intersectionality that represents the best of Los Angeles.
Both Paul and Osuna, immigrants to the US (Jamaica and Mexico respectively), represent a growing population trend in South Los Angeles. Rodriguez was born and raised in East LA and her work focuses on cultural norms of the Chicano community that have been foundational in developing Southern California identity and aesthetics. Myles grew up in near the Willowbrook area in the Athens neighborhood; her art documents the evolution and revolution of black experiences, particularly those of black women in Southern California.
Whether illuminating the tension in the seductive melody of Billie Holiday’s lament in Strange Fruit located in the Adult Reading Area, deconstructing the architectural line through a gestural movement at the library’s rear entrance, or celebrating the literal sweetness of cultural life in paintings behind the customer service desk, these works give viewers a doorway to ideas, conversations and possibilities that demonstrate the mission of the County of Los Angeles’ Civic Arts Program, in that the health and sustainability of a community lies in its creative curiosity.",Public Library,District 2 ,Willowbrook Library,1865 East 118th Street,Los Angeles,California,90059,33.9260158,-118.2399073,417,84,FALSE
,2018.14.2,Duane Paul Davidson,"Disobedient ""an"" Rambunctious",Sculpture,"Resin, pigment, enamel paint and wood",2014,29,36,"<span style=""color:#000000;background-color:#ffffff;"">Multidisciplinary artist Duane Paul Davidson's ""current practice is concerned with “constructed sculptures”; Building on personalized modular biomorphic and amorphous shapes I call my alphabet; I concentrate on the fractured, fragmented memories of childhood, strung together and conflated by his adult reflection on past memories and experiences as an Afro-Caribbean immigrant, Gay man living within the Black American experience. The materials used and cultivated are varied. However, the through-line in their usage is the layering of materials, in order to construct narratives. The nature of my process and the sculptures represent a conduit to my experience, to explore ideas within the social zeitgeist of the historical and current."" To learn more, visit:</span><span style=""color:#666666;background-color:#ffffff;""> <a href=""http://www.duanepaul.com"">www.duanepaul.com</a> </span>","Willowbrook Library celebrates abstract art in this unique collection with the Los Angeles County Art Commission’s Civic Art Program. Each piece selected for the library develops a language through design, pigment and form to be translated and responded to by the viewer. Interpreted like the written texts in the library, these works offer themselves as artifacts without representational imagery that hold culturally specific and personal narratives, as well as common stories of human understanding.
Through studied, layered and often humorous approaches, the five artists featured here represent the ideals of contemporary narrative art that speaks to and for the diversity of Los Angeles County. Joe Sims participated in Watts Towers Art Center and Charles White’s community arts program at Otis College of Art and Design, connecting him to LA art icons such as David Hammonds and Betye Saar. In turn, at the California African American Museum Sims has exhibited with emerging artists Duane Paul and Rosalyn Myles, who have collaborative relationships with Miguel Osuna and Ana Rodriguez. These artists work together exploring the rich connections between gestures, memory and the intersectionality that represents the best of Los Angeles.
Both Paul and Osuna, immigrants to the US (Jamaica and Mexico respectively), represent a growing population trend in South Los Angeles. Rodriguez was born and raised in East LA and her work focuses on cultural norms of the Chicano community that have been foundational in developing Southern California identity and aesthetics. Myles grew up in near the Willowbrook area in the Athens neighborhood; her art documents the evolution and revolution of black experiences, particularly those of black women in Southern California.
Whether illuminating the tension in the seductive melody of Billie Holiday’s lament in Strange Fruit located in the Adult Reading Area, deconstructing the architectural line through a gestural movement at the library’s rear entrance, or celebrating the literal sweetness of cultural life in paintings behind the customer service desk, these works give viewers a doorway to ideas, conversations and possibilities that demonstrate the mission of the County of Los Angeles’ Civic Arts Program, in that the health and sustainability of a community lies in its creative curiosity.",Public Library,District 2 ,Willowbrook Library,1865 East 118th Street,Los Angeles,California,90201,33.9260158,-118.2399073,418,84,FALSE
,2018.14.3,"Osuna, Miguel",Dial Tone,Painting,Oil paint and enamel on board,2017,29,80,"Miguel Osuna has been painting and drawing from an early age. He studied architecture in Mexico, and a year after graduating, moved to Los Angeles. He practiced architectural design in diverse industries through 2001. In 2002 he started painting full time while visiting Buenos Aires. Upon return, he engaged in an exploration of Los Angeles, his adopted hometown, through an extensive series of abstract landscape paintings that still continues. His studio practice frequently involves investigations on different techniques, applications and materials. He presented a new body of abstract work, 'SPIN', in Los Angeles in November of 2012. He was invited by the California Department of Transportation to present a solo exhibition at the CALTRANS District 7 Headquarters on November 2013. Works from his series ""The Bends"" were included in the 2015 Ping Pong Exhibition in Basel, Switzerland during 2015 Art Basel Art Fair, and in Miami Beach when Ping Pong ""bounced"" to Miami Beach during Art basel Miami, December 2015. His work was included in the exhibition ""Work Over School"" at the Craft Contemporary Art Museum of Los Angeles in September 2016. His work was included in the exhibition “Ambiguous Reality”, showing in Naples, Italy in December 2017, where he was subsequently invited to a three month art residency, by the Art 1307 Institution, culminating in a solo exhibition in May of 2018. His work is now on permanent collection and display at Pio Monte della Misericordia Museum in Naples, Italy. Osuna lives and works in Los Angeles. For more information, visit: <a href=""http://www.miguelosuna.com"">www.miguelosuna.com</a> ","Willowbrook Library celebrates abstract art in this unique collection with the Los Angeles County Art Commission’s Civic Art Program. Each piece selected for the library develops a language through design, pigment and form to be translated and responded to by the viewer. Interpreted like the written texts in the library, these works offer themselves as artifacts without representational imagery that hold culturally specific and personal narratives, as well as common stories of human understanding.

Through studied, layered and often humorous approaches, the five artists featured here represent the ideals of contemporary narrative art that speaks to and for the diversity of Los Angeles County. Joe Sims participated in Watts Towers Art Center and Charles White’s community arts program at Otis College of Art and Design, connecting him to LA art icons such as David Hammonds and Betye Saar. In turn, at the California African American Museum Sims has exhibited with emerging artists Duane Paul and Rosalyn Myles, who have collaborative relationships with Miguel Osuna and Ana Rodriguez. These artists work together exploring the rich connections between gestures, memory and the intersectionality that represents the best of Los Angeles.

Both Paul and Osuna, immigrants to the US (Jamaica and Mexico respectively), represent a growing population trend in South Los Angeles. Rodriguez was born and raised in East LA and her work focuses on cultural norms of the Chicano community that have been foundational in developing Southern California identity and aesthetics. Myles grew up in near the Willowbrook area in the Athens neighborhood; her art documents the evolution and revolution of black experiences, particularly those of black women in Southern California.

Whether illuminating the tension in the seductive melody of Billie Holiday’s lament in Strange Fruit located in the Adult Reading Area, deconstructing the architectural line through a gestural movement at the library’s rear entrance, or celebrating the literal sweetness of cultural life in paintings behind the customer service desk, these works give viewers a doorway to ideas, conversations and possibilities that demonstrate the mission of the County of Los Angeles’ Civic Arts Program, in that the health and sustainability of a community lies in its creative curiosity. www.lacountyart.org",Public Library,District 2 ,Willowbrook Library,1865 East 118th Street,Los Angeles,California,90221,33.9260158,-118.2399073,419,84,FALSE
